week,cpd,breach_bucket,breach_sub_bucket,service_profile,logistics_carrier,is_shopsy_order,units
50,2024-12-08,SC Breach,FC,FBF,FSD,true,20
50,2024-12-08,SC Breach,FC,FBF,FSD,false,475
50,2024-12-09,SC Breach,FC,FBF,FSD,false,1098
50,2024-12-09,SC Breach,FC,FBF,FSD,true,9
50,2024-12-10,SC Breach,FC,FBF,FSD,false,2983
50,2024-12-10,SC Breach,FC,FBF,FSD,true,46
50,2024-12-11,SC Breach,FC,FBF,FSD,true,60
50,2024-12-11,SC Breach,FC,FBF,FSD,false,2342
50,2024-12-12,SC Breach,FC,FBF,FSD,false,1601
50,2024-12-12,SC Breach,FC,FBF,FSD,true,26
50,2024-12-13,SC Breach,FC,FBF,FSD,false,1867
50,2024-12-13,SC Breach,FC,FBF,FSD,true,15
50,2024-12-14,SC Breach,FC,FBF,FSD,false,1135
50,2024-12-14,SC Breach,FC,FBF,FSD,true,16
51,2024-12-15,SC Breach,FC,FBF,FSD,true,15
51,2024-12-15,SC Breach,FC,FBF,FSD,false,759
51,2024-12-16,SC Breach,FC,FBF,FSD,false,1114
51,2024-12-16,SC Breach,FC,FBF,FSD,true,15
51,2024-12-17,SC Breach,FC,FBF,FSD,false,395
51,2024-12-17,SC Breach,FC,FBF,FSD,true,5
51,2024-12-18,SC Breach,FC,FBF,FSD,false,307
51,2024-12-18,SC Breach,FC,FBF,FSD,true,5
51,2024-12-19,SC Breach,FC,FBF,FSD,true,7
51,2024-12-19,SC Breach,FC,FBF,FSD,false,317
51,2024-12-20,SC Breach,FC,FBF,FSD,false,383
51,2024-12-20,SC Breach,FC,FBF,FSD,true,7
51,2024-12-21,SC Breach,FC,FBF,FSD,false,640
51,2024-12-21,SC Breach,FC,FBF,FSD,true,9
47,2024-11-17,SC Breach,FM,FBF_LITE,FSD,false,15
47,2024-11-17,SC Breach,FM,NON_FBF,FSD,true,3048
47,2024-11-17,SC Breach,FM,FBF,FSD,false,25
47,2024-11-17,SC Breach,FM,FBF_LITE,FSD,true,1
47,2024-11-17,SC Breach,FM,NON_FBF,FSD,false,11278
47,2024-11-18,SC Breach,FM,FBF,FSD,false,48
47,2024-11-18,SC Breach,FM,FBF,FSD,true,1
47,2024-11-18,SC Breach,FM,NON_FBF,FSD,false,9931
47,2024-11-18,SC Breach,FM,NON_FBF,FSD,true,2939
47,2024-11-18,SC Breach,FM,FBF_LITE,FSD,false,3
47,2024-11-19,SC Breach,FM,FBF,FSD,true,1
47,2024-11-19,SC Breach,FM,NON_FBF,FSD,false,8668
47,2024-11-19,SC Breach,FM,FBF_LITE,FSD,true,1
47,2024-11-19,SC Breach,FM,FBF,FSD,false,5
47,2024-11-19,SC Breach,FM,NON_FBF,FSD,true,2730
47,2024-11-20,SC Breach,FM,NON_FBF,FSD,false,7187
47,2024-11-20,SC Breach,FM,NON_FBF,FSD,true,2164
47,2024-11-20,SC Breach,FM,FBF,FSD,false,10
47,2024-11-20,SC Breach,FM,FBF_LITE,FSD,false,3
47,2024-11-21,SC Breach,FM,NON_FBF,FSD,true,2400
47,2024-11-21,SC Breach,FM,NON_FBF,FSD,false,7752
47,2024-11-21,SC Breach,FM,FBF,FSD,false,2
47,2024-11-21,SC Breach,FM,FBF_LITE,FSD,false,1
47,2024-11-22,SC Breach,FM,NON_FBF,FSD,false,8225
47,2024-11-22,SC Breach,FM,FBF,FSD,false,6
47,2024-11-22,SC Breach,FM,FBF_LITE,FSD,true,2
47,2024-11-22,SC Breach,FM,FBF,FSD,true,1
47,2024-11-22,SC Breach,FM,NON_FBF,FSD,true,2282
47,2024-11-23,SC Breach,FM,FBF,FSD,false,13
47,2024-11-23,SC Breach,FM,NON_FBF,FSD,false,6917
47,2024-11-23,SC Breach,FM,FBF_LITE,FSD,false,2
47,2024-11-23,SC Breach,FM,NON_FBF,FSD,true,1916
48,2024-11-24,SC Breach,FM,NON_FBF,FSD,false,7216
48,2024-11-24,SC Breach,FM,NON_FBF,FSD,true,2158
48,2024-11-24,SC Breach,FM,FBF,FSD,false,7
48,2024-11-24,SC Breach,FM,FBF_LITE,FSD,false,2
48,2024-11-25,SC Breach,FM,NON_FBF,FSD,false,6483
48,2024-11-25,SC Breach,FM,FBF_LITE,FSD,false,1
48,2024-11-25,SC Breach,FM,FBF_LITE,FSD,true,1
48,2024-11-25,SC Breach,FM,FBF,FSD,false,18
48,2024-11-25,SC Breach,FM,NON_FBF,FSD,true,2376
48,2024-11-26,SC Breach,FM,NON_FBF,FSD,false,5210
48,2024-11-26,SC Breach,FM,FBF,FSD,false,11
48,2024-11-26,SC Breach,FM,FBF_LITE,FSD,false,1
48,2024-11-26,SC Breach,FM,NON_FBF,FSD,true,1771
48,2024-11-27,SC Breach,FM,FBF,FSD,false,1
48,2024-11-27,SC Breach,FM,NON_FBF,FSD,false,4907
48,2024-11-27,SC Breach,FM,FBF_LITE,FSD,true,1
48,2024-11-27,SC Breach,FM,FBF_LITE,FSD,false,8
48,2024-11-27,SC Breach,FM,NON_FBF,FSD,true,1606
48,2024-11-28,SC Breach,FM,FBF,FSD,false,3
48,2024-11-28,SC Breach,FM,NON_FBF,FSD,false,4367
48,2024-11-28,SC Breach,FM,NON_FBF,FSD,true,2010
48,2024-11-28,SC Breach,FM,FBF_LITE,FSD,false,5
48,2024-11-29,SC Breach,FM,FBF_LITE,FSD,false,5
48,2024-11-29,SC Breach,FM,NON_FBF,FSD,false,5756
48,2024-11-29,SC Breach,FM,FBF_LITE,FSD,true,1
48,2024-11-29,SC Breach,FM,FBF,FSD,false,1
48,2024-11-29,SC Breach,FM,NON_FBF,FSD,true,2736
48,2024-11-30,SC Breach,FM,NON_FBF,FSD,true,3752
48,2024-11-30,SC Breach,FM,FBF_LITE,FSD,true,3
48,2024-11-30,SC Breach,FM,FBF_LITE,FSD,false,11
48,2024-11-30,SC Breach,FM,NON_FBF,FSD,false,7723
48,2024-11-30,SC Breach,FM,FBF,FSD,false,6
49,2024-12-01,SC Breach,FM,FBF_LITE,FSD,true,1
49,2024-12-01,SC Breach,FM,NON_FBF,FSD,true,3616
49,2024-12-01,SC Breach,FM,NON_FBF,FSD,false,8378
49,2024-12-01,SC Breach,FM,FBF_LITE,FSD,false,9
49,2024-12-01,SC Breach,FM,FBF,FSD,false,1
49,2024-12-02,SC Breach,FM,FBF,FSD,false,5
49,2024-12-02,SC Breach,FM,FBF_LITE,FSD,false,3
49,2024-12-02,SC Breach,FM,NON_FBF,FSD,true,3903
49,2024-12-02,SC Breach,FM,NON_FBF,FSD,false,10201
49,2024-12-03,SC Breach,FM,NON_FBF,FSD,false,10387
49,2024-12-03,SC Breach,FM,FBF_LITE,FSD,false,1
49,2024-12-03,SC Breach,FM,NON_FBF,FSD,true,3662
49,2024-12-03,SC Breach,FM,FBF,FSD,false,6
49,2024-12-04,SC Breach,FM,FBF_LITE,FSD,false,2
49,2024-12-04,SC Breach,FM,NON_FBF,FSD,true,2964
49,2024-12-04,SC Breach,FM,NON_FBF,FSD,false,9662
49,2024-12-04,SC Breach,FM,FBF,FSD,false,1
49,2024-12-04,SC Breach,FM,FBF_LITE,FSD,true,1
49,2024-12-05,SC Breach,FM,FBF_LITE,FSD,true,1
49,2024-12-05,SC Breach,FM,NON_FBF,FSD,true,4404
49,2024-12-05,SC Breach,FM,FBF,FSD,false,1
49,2024-12-05,SC Breach,FM,FBF_LITE,FSD,false,7
49,2024-12-05,SC Breach,FM,NON_FBF,FSD,false,12031
49,2024-12-06,SC Breach,FM,FBF_LITE,FSD,false,7
49,2024-12-06,SC Breach,FM,FBF_LITE,FSD,true,1
49,2024-12-06,SC Breach,FM,NON_FBF,FSD,true,2757
49,2024-12-06,SC Breach,FM,NON_FBF,FSD,false,10640
49,2024-12-07,SC Breach,FM,FBF_LITE,FSD,false,11
49,2024-12-07,SC Breach,FM,NON_FBF,FSD,true,3038
49,2024-12-07,SC Breach,FM,NON_FBF,FSD,false,11048
50,2024-12-08,SC Breach,FM,NON_FBF,FSD,true,4768
50,2024-12-08,SC Breach,FM,NON_FBF,FSD,false,13576
50,2024-12-09,SC Breach,FM,NON_FBF,FSD,false,10493
50,2024-12-09,SC Breach,FM,FBF_LITE,FSD,false,3
50,2024-12-09,SC Breach,FM,NON_FBF,FSD,true,2474
50,2024-12-09,SC Breach,FM,FBF_LITE,FSD,true,1
50,2024-12-10,SC Breach,FM,NON_FBF,FSD,false,9342
50,2024-12-10,SC Breach,FM,FBF_LITE,FSD,false,5
50,2024-12-10,SC Breach,FM,NON_FBF,FSD,true,2210
50,2024-12-11,SC Breach,FM,NON_FBF,FSD,false,10430
50,2024-12-11,SC Breach,FM,FBF_LITE,FSD,false,7
50,2024-12-11,SC Breach,FM,FBF_LITE,FSD,true,1
50,2024-12-11,SC Breach,FM,FBF,FSD,false,1
50,2024-12-11,SC Breach,FM,NON_FBF,FSD,true,2457
50,2024-12-12,SC Breach,FM,NON_FBF,FSD,false,12250
50,2024-12-12,SC Breach,FM,FBF_LITE,FSD,false,51
50,2024-12-12,SC Breach,FM,NON_FBF,FSD,true,2768
50,2024-12-12,SC Breach,FM,FBF,FSD,false,1
50,2024-12-12,SC Breach,FM,FBF_LITE,FSD,true,16
50,2024-12-13,SC Breach,FM,FBF,FSD,false,2
50,2024-12-13,SC Breach,FM,NON_FBF,FSD,false,14896
50,2024-12-13,SC Breach,FM,FBF_LITE,FSD,true,16
50,2024-12-13,SC Breach,FM,NON_FBF,FSD,true,3880
50,2024-12-13,SC Breach,FM,FBF_LITE,FSD,false,75
50,2024-12-14,SC Breach,FM,NON_FBF,FSD,true,4901
50,2024-12-14,SC Breach,FM,FBF_LITE,FSD,false,172
50,2024-12-14,SC Breach,FM,NON_FBF,FSD,false,20000
50,2024-12-14,SC Breach,FM,FBF,FSD,false,4
50,2024-12-14,SC Breach,FM,FBF_LITE,FSD,true,32
51,2024-12-15,SC Breach,FM,FBF_LITE,FSD,false,74
51,2024-12-15,SC Breach,FM,FBF,FSD,false,3
51,2024-12-15,SC Breach,FM,NON_FBF,FSD,true,4009
51,2024-12-15,SC Breach,FM,FBF_LITE,FSD,true,20
51,2024-12-15,SC Breach,FM,NON_FBF,FSD,false,16329
51,2024-12-16,SC Breach,FM,NON_FBF,FSD,true,4177
51,2024-12-16,SC Breach,FM,FBF_LITE,FSD,false,18
51,2024-12-16,SC Breach,FM,FBF,FSD,false,4
51,2024-12-16,SC Breach,FM,NON_FBF,FSD,false,15155
51,2024-12-16,SC Breach,FM,FBF_LITE,FSD,true,3
51,2024-12-17,SC Breach,FM,FBF_LITE,FSD,false,4
51,2024-12-17,SC Breach,FM,NON_FBF,FSD,true,4202
51,2024-12-17,SC Breach,FM,FBF,FSD,false,8
51,2024-12-17,SC Breach,FM,FBF_LITE,FSD,true,1
51,2024-12-17,SC Breach,FM,NON_FBF,FSD,false,15046
51,2024-12-18,SC Breach,FM,FBF_LITE,FSD,true,1
51,2024-12-18,SC Breach,FM,FBF,FSD,false,3
51,2024-12-18,SC Breach,FM,NON_FBF,FSD,true,3972
51,2024-12-18,SC Breach,FM,NON_FBF,FSD,false,13698
51,2024-12-18,SC Breach,FM,FBF_LITE,FSD,false,8
51,2024-12-19,SC Breach,FM,FBF,FSD,true,1
51,2024-12-19,SC Breach,FM,NON_FBF,FSD,true,3495
51,2024-12-19,SC Breach,FM,NON_FBF,FSD,false,13152
51,2024-12-19,SC Breach,FM,FBF,FSD,false,1
51,2024-12-20,SC Breach,FM,FBF_LITE,FSD,false,3
51,2024-12-20,SC Breach,FM,FBF,FSD,false,2
51,2024-12-20,SC Breach,FM,NON_FBF,FSD,true,3154
51,2024-12-20,SC Breach,FM,NON_FBF,FSD,false,12484
51,2024-12-21,SC Breach,FM,NON_FBF,FSD,false,11999
51,2024-12-21,SC Breach,FM,FBF_LITE,FSD,false,4
51,2024-12-21,SC Breach,FM,NON_FBF,FSD,true,2464
47,2024-11-17,SC Breach,LH,FBF_LITE,FSD,true,24
47,2024-11-17,SC Breach,LH,FBF,FSD,true,372
47,2024-11-17,SC Breach,LH,FBF_LITE,FSD,false,132
47,2024-11-17,SC Breach,LH,NON_FBF,FSD,true,6025
47,2024-11-17,SC Breach,LH,FBF,FSD,false,14912
47,2024-11-17,SC Breach,LH,NON_FBF,FSD,false,25132
47,2024-11-18,SC Breach,LH,FBF_LITE,FSD,false,86
47,2024-11-18,SC Breach,LH,FBF_LITE,FSD,true,12
47,2024-11-18,SC Breach,LH,NON_FBF,FSD,false,23730
47,2024-11-18,SC Breach,LH,NON_FBF,FSD,true,5502
47,2024-11-18,SC Breach,LH,FBF,FSD,true,387
47,2024-11-18,SC Breach,LH,FBF,FSD,false,17140
47,2024-11-19,SC Breach,LH,NON_FBF,FSD,true,4598
47,2024-11-19,SC Breach,LH,FBF,FSD,true,317
47,2024-11-19,SC Breach,LH,FBF_LITE,FSD,false,74
47,2024-11-19,SC Breach,LH,FBF_LITE,FSD,true,7
47,2024-11-19,SC Breach,LH,FBF,FSD,false,15622
47,2024-11-19,SC Breach,LH,NON_FBF,FSD,false,18585
47,2024-11-20,SC Breach,LH,NON_FBF,FSD,true,3714
47,2024-11-20,SC Breach,LH,FBF_LITE,FSD,false,177
47,2024-11-20,SC Breach,LH,FBF,FSD,false,15058
47,2024-11-20,SC Breach,LH,NON_FBF,FSD,false,15008
47,2024-11-20,SC Breach,LH,FBF_LITE,FSD,true,48
47,2024-11-20,SC Breach,LH,FBF,FSD,true,353
47,2024-11-21,SC Breach,LH,FBF,FSD,false,11896
47,2024-11-21,SC Breach,LH,NON_FBF,FSD,true,3507
47,2024-11-21,SC Breach,LH,FBF_LITE,FSD,false,98
47,2024-11-21,SC Breach,LH,FBF_LITE,FSD,true,30
47,2024-11-21,SC Breach,LH,NON_FBF,FSD,false,13509
47,2024-11-21,SC Breach,LH,FBF,FSD,true,286
47,2024-11-22,SC Breach,LH,FBF_LITE,FSD,true,16
47,2024-11-22,SC Breach,LH,FBF,FSD,true,318
47,2024-11-22,SC Breach,LH,FBF_LITE,FSD,false,82
47,2024-11-22,SC Breach,LH,NON_FBF,FSD,false,15362
47,2024-11-22,SC Breach,LH,NON_FBF,FSD,true,4103
47,2024-11-22,SC Breach,LH,FBF,FSD,false,12155
47,2024-11-23,SC Breach,LH,FBF_LITE,FSD,false,124
47,2024-11-23,SC Breach,LH,NON_FBF,FSD,true,3685
47,2024-11-23,SC Breach,LH,NON_FBF,FSD,false,15291
47,2024-11-23,SC Breach,LH,FBF,FSD,false,14566
47,2024-11-23,SC Breach,LH,FBF,FSD,true,351
47,2024-11-23,SC Breach,LH,FBF_LITE,FSD,true,13
48,2024-11-24,SC Breach,LH,NON_FBF,FSD,true,5722
48,2024-11-24,SC Breach,LH,FBF_LITE,FSD,true,34
48,2024-11-24,SC Breach,LH,FBF_LITE,FSD,false,236
48,2024-11-24,SC Breach,LH,NON_FBF,FSD,false,20542
48,2024-11-24,SC Breach,LH,FBF,FSD,false,15878
48,2024-11-24,SC Breach,LH,FBF,FSD,true,380
48,2024-11-25,SC Breach,LH,FBF_LITE,FSD,true,26
48,2024-11-25,SC Breach,LH,NON_FBF,FSD,true,4608
48,2024-11-25,SC Breach,LH,FBF,FSD,true,293
48,2024-11-25,SC Breach,LH,FBF_LITE,FSD,false,127
48,2024-11-25,SC Breach,LH,NON_FBF,FSD,false,16524
48,2024-11-25,SC Breach,LH,FBF,FSD,false,11794
48,2024-11-26,SC Breach,LH,NON_FBF,FSD,true,4435
48,2024-11-26,SC Breach,LH,FBF_LITE,FSD,true,40
48,2024-11-26,SC Breach,LH,FBF,FSD,true,281
48,2024-11-26,SC Breach,LH,FBF,FSD,false,13237
48,2024-11-26,SC Breach,LH,FBF_LITE,FSD,false,78
48,2024-11-26,SC Breach,LH,NON_FBF,FSD,false,16584
48,2024-11-27,SC Breach,LH,FBF_LITE,FSD,false,61
48,2024-11-27,SC Breach,LH,FBF_LITE,FSD,true,34
48,2024-11-27,SC Breach,LH,FBF,FSD,false,11127
48,2024-11-27,SC Breach,LH,NON_FBF,FSD,false,13397
48,2024-11-27,SC Breach,LH,NON_FBF,FSD,true,3508
48,2024-11-27,SC Breach,LH,FBF,FSD,true,319
48,2024-11-28,SC Breach,LH,FBF_LITE,FSD,true,34
48,2024-11-28,SC Breach,LH,NON_FBF,FSD,true,2908
48,2024-11-28,SC Breach,LH,FBF,FSD,true,230
48,2024-11-28,SC Breach,LH,FBF_LITE,FSD,false,59
48,2024-11-28,SC Breach,LH,NON_FBF,FSD,false,10214
48,2024-11-28,SC Breach,LH,FBF,FSD,false,9918
48,2024-11-29,SC Breach,LH,NON_FBF,FSD,true,2889
48,2024-11-29,SC Breach,LH,FBF_LITE,FSD,false,88
48,2024-11-29,SC Breach,LH,FBF_LITE,FSD,true,40
48,2024-11-29,SC Breach,LH,FBF,FSD,false,9227
48,2024-11-29,SC Breach,LH,FBF,FSD,true,175
48,2024-11-29,SC Breach,LH,NON_FBF,FSD,false,9225
48,2024-11-30,SC Breach,LH,FBF,FSD,true,225
48,2024-11-30,SC Breach,LH,NON_FBF,FSD,false,16108
48,2024-11-30,SC Breach,LH,FBF_LITE,FSD,true,42
48,2024-11-30,SC Breach,LH,FBF,FSD,false,12020
48,2024-11-30,SC Breach,LH,FBF_LITE,FSD,false,158
48,2024-11-30,SC Breach,LH,NON_FBF,FSD,true,5847
49,2024-12-01,SC Breach,LH,FBF_LITE,FSD,false,129
49,2024-12-01,SC Breach,LH,FBF,FSD,true,288
49,2024-12-01,SC Breach,LH,FBF,FSD,false,14156
49,2024-12-01,SC Breach,LH,NON_FBF,FSD,false,17105
49,2024-12-01,SC Breach,LH,NON_FBF,FSD,true,6268
49,2024-12-01,SC Breach,LH,FBF_LITE,FSD,true,26
49,2024-12-02,SC Breach,LH,FBF,FSD,false,16030
49,2024-12-02,SC Breach,LH,FBF,FSD,true,357
49,2024-12-02,SC Breach,LH,NON_FBF,FSD,false,16508
49,2024-12-02,SC Breach,LH,FBF_LITE,FSD,false,182
49,2024-12-02,SC Breach,LH,NON_FBF,FSD,true,5858
49,2024-12-02,SC Breach,LH,FBF_LITE,FSD,true,29
49,2024-12-03,SC Breach,LH,NON_FBF,FSD,false,16781
49,2024-12-03,SC Breach,LH,FBF,FSD,true,447
49,2024-12-03,SC Breach,LH,FBF_LITE,FSD,true,41
49,2024-12-03,SC Breach,LH,FBF,FSD,false,19381
49,2024-12-03,SC Breach,LH,NON_FBF,FSD,true,5511
49,2024-12-03,SC Breach,LH,FBF_LITE,FSD,false,227
49,2024-12-04,SC Breach,LH,FBF_LITE,FSD,false,209
49,2024-12-04,SC Breach,LH,FBF,FSD,true,412
49,2024-12-04,SC Breach,LH,NON_FBF,FSD,true,7330
49,2024-12-04,SC Breach,LH,NON_FBF,FSD,false,23931
49,2024-12-04,SC Breach,LH,FBF_LITE,FSD,true,31
49,2024-12-04,SC Breach,LH,FBF,FSD,false,17365
49,2024-12-05,SC Breach,LH,NON_FBF,FSD,true,6087
49,2024-12-05,SC Breach,LH,FBF_LITE,FSD,false,166
49,2024-12-05,SC Breach,LH,NON_FBF,FSD,false,19468
49,2024-12-05,SC Breach,LH,FBF,FSD,false,10283
49,2024-12-05,SC Breach,LH,FBF,FSD,true,253
49,2024-12-05,SC Breach,LH,FBF_LITE,FSD,true,48
49,2024-12-06,SC Breach,LH,FBF,FSD,true,286
49,2024-12-06,SC Breach,LH,NON_FBF,FSD,false,17274
49,2024-12-06,SC Breach,LH,FBF_LITE,FSD,true,27
49,2024-12-06,SC Breach,LH,FBF,FSD,false,11576
49,2024-12-06,SC Breach,LH,FBF_LITE,FSD,false,80
49,2024-12-06,SC Breach,LH,NON_FBF,FSD,true,5115
49,2024-12-07,SC Breach,LH,NON_FBF,FSD,false,20808
49,2024-12-07,SC Breach,LH,NON_FBF,FSD,true,5528
49,2024-12-07,SC Breach,LH,FBF_LITE,FSD,true,35
49,2024-12-07,SC Breach,LH,FBF,FSD,true,271
49,2024-12-07,SC Breach,LH,FBF,FSD,false,11611
49,2024-12-07,SC Breach,LH,FBF_LITE,FSD,false,177
50,2024-12-08,SC Breach,LH,FBF_LITE,FSD,false,155
50,2024-12-08,SC Breach,LH,FBF_LITE,FSD,true,29
50,2024-12-08,SC Breach,LH,NON_FBF,FSD,false,22760
50,2024-12-08,SC Breach,LH,FBF,FSD,true,369
50,2024-12-08,SC Breach,LH,FBF,FSD,false,16636
50,2024-12-08,SC Breach,LH,NON_FBF,FSD,true,6131
50,2024-12-09,SC Breach,LH,FBF,FSD,false,19574
50,2024-12-09,SC Breach,LH,FBF_LITE,FSD,false,176
50,2024-12-09,SC Breach,LH,FBF_LITE,FSD,true,27
50,2024-12-09,SC Breach,LH,NON_FBF,FSD,true,5274
50,2024-12-09,SC Breach,LH,NON_FBF,FSD,false,21373
50,2024-12-09,SC Breach,LH,FBF,FSD,true,480
50,2024-12-10,SC Breach,LH,FBF_LITE,FSD,true,20
50,2024-12-10,SC Breach,LH,FBF_LITE,FSD,false,168
50,2024-12-10,SC Breach,LH,FBF,FSD,true,414
50,2024-12-10,SC Breach,LH,NON_FBF,FSD,true,5782
50,2024-12-10,SC Breach,LH,NON_FBF,FSD,false,24728
50,2024-12-10,SC Breach,LH,FBF,FSD,false,19049
50,2024-12-11,SC Breach,LH,FBF,FSD,true,405
50,2024-12-11,SC Breach,LH,FBF,FSD,false,16861
50,2024-12-11,SC Breach,LH,NON_FBF,FSD,true,4487
50,2024-12-11,SC Breach,LH,NON_FBF,FSD,false,17511
50,2024-12-11,SC Breach,LH,FBF_LITE,FSD,false,135
50,2024-12-11,SC Breach,LH,FBF_LITE,FSD,true,27
50,2024-12-12,SC Breach,LH,NON_FBF,FSD,true,5132
50,2024-12-12,SC Breach,LH,FBF,FSD,false,23088
50,2024-12-12,SC Breach,LH,NON_FBF,FSD,false,22166
50,2024-12-12,SC Breach,LH,FBF_LITE,FSD,true,77
50,2024-12-12,SC Breach,LH,FBF,FSD,true,515
50,2024-12-12,SC Breach,LH,FBF_LITE,FSD,false,201
50,2024-12-13,SC Breach,LH,FBF_LITE,FSD,true,62
50,2024-12-13,SC Breach,LH,NON_FBF,FSD,false,24519
50,2024-12-13,SC Breach,LH,FBF,FSD,false,19769
50,2024-12-13,SC Breach,LH,NON_FBF,FSD,true,6776
50,2024-12-13,SC Breach,LH,FBF_LITE,FSD,false,246
50,2024-12-13,SC Breach,LH,FBF,FSD,true,484
50,2024-12-14,SC Breach,LH,FBF,FSD,false,17353
50,2024-12-14,SC Breach,LH,NON_FBF,FSD,false,18927
50,2024-12-14,SC Breach,LH,FBF,FSD,true,392
50,2024-12-14,SC Breach,LH,FBF_LITE,FSD,false,125
50,2024-12-14,SC Breach,LH,FBF_LITE,FSD,true,39
50,2024-12-14,SC Breach,LH,NON_FBF,FSD,true,4918
51,2024-12-15,SC Breach,LH,NON_FBF,FSD,true,6429
51,2024-12-15,SC Breach,LH,FBF,FSD,true,438
51,2024-12-15,SC Breach,LH,FBF_LITE,FSD,true,63
51,2024-12-15,SC Breach,LH,FBF,FSD,false,18578
51,2024-12-15,SC Breach,LH,FBF_LITE,FSD,false,192
51,2024-12-15,SC Breach,LH,NON_FBF,FSD,false,24375
51,2024-12-16,SC Breach,LH,NON_FBF,FSD,true,6345
51,2024-12-16,SC Breach,LH,FBF,FSD,false,18784
51,2024-12-16,SC Breach,LH,FBF_LITE,FSD,true,30
51,2024-12-16,SC Breach,LH,FBF_LITE,FSD,false,125
51,2024-12-16,SC Breach,LH,FBF,FSD,true,419
51,2024-12-16,SC Breach,LH,NON_FBF,FSD,false,22682
51,2024-12-17,SC Breach,LH,FBF,FSD,false,11916
51,2024-12-17,SC Breach,LH,FBF_LITE,FSD,false,214
51,2024-12-17,SC Breach,LH,NON_FBF,FSD,true,6117
51,2024-12-17,SC Breach,LH,FBF,FSD,true,284
51,2024-12-17,SC Breach,LH,NON_FBF,FSD,false,19523
51,2024-12-17,SC Breach,LH,FBF_LITE,FSD,true,34
51,2024-12-18,SC Breach,LH,FBF,FSD,false,11420
51,2024-12-18,SC Breach,LH,FBF_LITE,FSD,false,157
51,2024-12-18,SC Breach,LH,NON_FBF,FSD,false,19058
51,2024-12-18,SC Breach,LH,NON_FBF,FSD,true,5656
51,2024-12-18,SC Breach,LH,FBF_LITE,FSD,true,32
51,2024-12-18,SC Breach,LH,FBF,FSD,true,252
51,2024-12-19,SC Breach,LH,FBF_LITE,FSD,false,114
51,2024-12-19,SC Breach,LH,FBF_LITE,FSD,true,26
51,2024-12-19,SC Breach,LH,FBF,FSD,false,10515
51,2024-12-19,SC Breach,LH,FBF,FSD,true,277
51,2024-12-19,SC Breach,LH,NON_FBF,FSD,false,13063
51,2024-12-19,SC Breach,LH,NON_FBF,FSD,true,3945
51,2024-12-20,SC Breach,LH,FBF_LITE,FSD,false,151
51,2024-12-20,SC Breach,LH,FBF,FSD,true,241
51,2024-12-20,SC Breach,LH,NON_FBF,FSD,true,4569
51,2024-12-20,SC Breach,LH,NON_FBF,FSD,false,14847
51,2024-12-20,SC Breach,LH,FBF_LITE,FSD,true,34
